	Row.names	T8_LG_p_val	T8_LG_avg_logFC	T8_LG_pct.1	T8_LG_pct.2	T8_LG_p_val_adj	keggList..spu..	ID
17414	LOC575808	0.088078091	0.268106454	0.478	0.375	1	T-complex protein 1 subunit epsilon	spu:575808
20563	LOC581647	0.175722171	0.267179503	0.261	0.181	1	mitochondrial import inner membrane translocase subunit TIM50	spu:581647
22688	LOC586410	0.076990716	0.266186726	0.783	0.735	1	co-chaperone protein daf-41	spu:586410
24186	LOC589984	0.208833949	0.266045018	0.522	0.452	1	neural-cadherin isoform X1	spu:589984
7592	LOC105445803	0.130786175	0.264612234	0.348	0.243	1	NA	NA
26899	LOC754163	0.065133224	0.264436923	0.304	0.178	1	putative glutamate synthase [NADPH]	spu:754163
464	LOC100888466	0.060171373	0.263996437	0.348	0.222	1	uncharacterized protein LOC100888466	spu:100888466
19769	LOC580087	0.11765285	0.263854432	0.435	0.336	1	dnaJ homolog subfamily B member 6	spu:580087
21978	LOC584693	0.797059671	0.263585417	0.261	0.281	1	serine/arginine-rich splicing factor RSZ21A	spu:584693
21031	LOC582526	0.105629726	0.262562038	0.609	0.599	1	AN1-type zinc finger protein 6	spu:582526
21983	LOC584710	0.406698415	0.262530546	0.304	0.275	1	"very long-chain specific acyl-CoA dehydrogenase, mitochondrial"	spu:584710
20929	LOC582320	0.291039443	0.260461158	0.522	0.519	1	actin-related protein 2/3 complex subunit 3-B	spu:582320
19938	LOC580419	0.393659786	0.259698395	0.435	0.441	1	poly(U)-binding-splicing factor PUF60 isoform X2	spu:580419
10	HMG1	0.078570151	0.259298138	0.696	0.585	1	NA	NA
1	ABCB1	0.396327382	0.258811009	0.348	0.327	1	NA	NA
19968	LOC580475	0.04906368	0.258588521	0.348	0.212	1	electron transfer flavoprotein subunit beta	spu:580475
23547	LOC588524	0.426371045	0.258494922	0.304	0.271	1	serine/threonine-protein phosphatase 1 regulatory subunit 10 isoform X1	spu:588524
23699	LOC588872	0.064150865	0.258029943	0.261	0.14	1	LOW QUALITY PROTEIN: clustered mitochondria protein homolog	spu:588872
25843	LOC593797	0.295958379	0.257700239	0.304	0.24	1	aspartyl/asparaginyl beta-hydroxylase isoform X1	spu:593797
21557	LOC583691	0.068630553	0.257153075	0.304	0.182	1	DNA repair protein RAD51 homolog 1	spu:583691
5851	LOC105441189	0.012024327	0.256163953	0.957	0.969	1	40S ribosomal protein S21	spu:105441189
19520	LOC579661	0.267237549	0.255622521	0.261	0.203	1	ubiquitin carboxyl-terminal hydrolase 8	spu:579661
23110	LOC587430	0.023612155	0.255355584	0.87	0.84	1	"ATP synthase subunit O, mitochondrial"	spu:587430
28389	rps15a	0.000473819	0.254205829	1	0.999	1	NA	NA
20646	LOC581803	0.001630741	0.253321054	1	0.996	1	60S ribosomal protein L11	spu:581803
20057	LOC580647	0.322672872	0.253288803	0.391	0.354	1	transmembrane protein 147	spu:580647
25479	LOC592907	0.00198348	0.252526869	1	0.997	1	heterogeneous nuclear ribonucleoprotein A3 homolog 2 isoform X1	spu:592907
17610	LOC576164	0.174761997	0.251524953	0.565	0.542	1	RNA polymerase-associated protein LEO1 isoform X1	spu:576164
20429	LOC581375	0.651291765	0.250074256	0.304	0.31	1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	spu:581375
