LOC109621113 lcl|NC_047559.1_prot_XP_034319074.1_1
LOC105326419 lcl|NC_047559.1_prot_XP_034307191.1_424
LOC105326419 lcl|NC_047559.1_prot_XP_034307178.1_425
LOC105326419 lcl|NC_047559.1_prot_XP_034307171.1_426
LOC105326419 lcl|NC_047559.1_prot_XP_034307195.1_427
LOC105326419 lcl|NC_047559.1_prot_XP_034307185.1_428
LOC105326419 lcl|NC_047559.1_prot_XP_034307213.1_429
LOC105326419 lcl|NC_047559.1_prot_XP_034307217.1_430
LOC105326419 lcl|NC_047559.1_prot_XP_034307260.1_431
LOC105326419 lcl|NC_047559.1_prot_XP_034307226.1_432
LOC105326419 lcl|NC_047559.1_prot_XP_034307276.1_433
LOC105326419 lcl|NC_047559.1_prot_XP_034307206.1_434
LOC105326419 lcl|NC_047559.1_prot_XP_034307216.1_435
LOC105326419 lcl|NC_047559.1_prot_XP_034307200.1_436
LOC105326419 lcl|NC_047559.1_prot_XP_034307254.1_437
LOC105326419 lcl|NC_047559.1_prot_XP_034307234.1_438
LOC105326419 lcl|NC_047559.1_prot_XP_034307265.1_439
LOC105326419 lcl|NC_047559.1_prot_XP_034307210.1_440
LOC105326419 lcl|NC_047559.1_prot_XP_034307246.1_441
LOC105326419 lcl|NC_047559.1_prot_XP_034307271.1_442
LOC105326419 lcl|NC_047559.1_prot_XP_034307241.1_443
LOC105326419 lcl|NC_047559.1_prot_XP_034307252.1_444
LOC105326419 lcl|NC_047559.1_prot_XP_034307268.1_445
LOC105326419 lcl|NC_047559.1_prot_XP_034307281.1_446
LOC105326420 lcl|NC_047559.1_prot_XP_011424757.1_447
LOC105326424 lcl|NC_047559.1_prot_XP_019922004.2_448
LOC105326423 lcl|NC_047559.1_prot_XP_034307153.1_449
LOC105326425 lcl|NC_047559.1_prot_XP_011424765.2_450
LOC105326426 lcl|NC_047559.1_prot_XP_011424766.2_451
LOC105326427 lcl|NC_047559.1_prot_XP_011424767.2_452
LOC105326427 lcl|NC_047559.1_prot_XP_011424768.2_453
LOC105326427 lcl|NC_047559.1_prot_XP_019922007.2_454
LOC105326427 lcl|NC_047559.1_prot_XP_011424769.2_455
LOC105326427 lcl|NC_047559.1_prot_XP_011424770.2_456
LOC105326427 lcl|NC_047559.1_prot_XP_034307347.1_457
LOC105326456 lcl|NC_047559.1_prot_XP_034307357.1_458
LOC105326456 lcl|NC_047559.1_prot_XP_034307361.1_459
LOC105326429 lcl|NC_047559.1_prot_XP_011424773.2_460
LOC105326429 lcl|NC_047559.1_prot_XP_011424774.2_461
LOC105326430 lcl|NC_047559.1_prot_XP_011424775.2_462
LOC105326430 lcl|NC_047559.1_prot_XP_034307418.1_463
LOC105326431 lcl|NC_047559.1_prot_XP_019922011.2_464
LOC105326431 lcl|NC_047559.1_prot_XP_011424778.2_465
LOC105326431 lcl|NC_047559.1_prot_XP_019922012.2_466
LOC105326432 lcl|NC_047559.1_prot_XP_011424780.1_467
LOC105326457 lcl|NC_047559.1_prot_XP_019922014.2_468
LOC105337119 lcl|NC_047559.1_prot_XP_034319292.1_469
LOC105326433 lcl|NC_047559.1_prot_XP_011424781.1_470
LOC105326436 lcl|NC_047559.1_prot_XP_011424782.2_471
LOC105326437 lcl|NC_047559.1_prot_XP_011424783.2_472
LOC105326437 lcl|NC_047559.1_prot_XP_011424784.2_473
LOC105326439 lcl|NC_047559.1_prot_XP_011424786.2_474
LOC105326440 lcl|NC_047559.1_prot_XP_034301516.1_475
LOC105326440 lcl|NC_047559.1_prot_XP_011424787.1_476
LOC105326440 lcl|NC_047559.1_prot_XP_011424788.1_477
LOC105326440 lcl|NC_047559.1_prot_XP_011424790.1_478
LOC105326440 lcl|NC_047559.1_prot_XP_011424791.1_479
LOC109619795 lcl|NC_047559.1_prot_XP_034326626.1_480
LOC105340021 lcl|NC_047559.1_prot_XP_011444150.1_481
LOC105340018 lcl|NC_047559.1_prot_XP_011444149.2_482
LOC105347995 lcl|NC_047559.1_prot_XP_034319057.1_483
LOC105347995 lcl|NC_047559.1_prot_XP_011455564.1_484
LOC105331616 lcl|NC_047559.1_prot_XP_034319131.1_485
LOC105331616 lcl|NC_047559.1_prot_XP_034319124.1_486
LOC117680311 lcl|NC_047559.1_prot_XP_034314949.1_487
LOC117680311 lcl|NC_047559.1_prot_XP_034314952.1_488
LOC117680311 lcl|NC_047559.1_prot_XP_034314957.1_489
LOC105323257 lcl|NC_047559.1_prot_XP_034314968.1_490
LOC105323257 lcl|NC_047559.1_prot_XP_011420621.1_491
LOC105323257 lcl|NC_047559.1_prot_XP_011420622.1_492
LOC105323257 lcl|NC_047559.1_prot_XP_011420624.1_493
LOC105323257 lcl|NC_047559.1_prot_XP_011420625.1_494
LOC105323257 lcl|NC_047559.1_prot_XP_011420626.1_495
LOC105323256 lcl|NC_047559.1_prot_XP_011420615.1_496
LOC105323256 lcl|NC_047559.1_prot_XP_011420620.1_497
LOC105323256 lcl|NC_047559.1_prot_XP_019920815.1_498
LOC105323255 lcl|NC_047559.1_prot_XP_011420613.2_499
LOC105323255 lcl|NC_047559.1_prot_XP_019920789.2_500
LOC105323254 lcl|NC_047559.1_prot_XP_011420606.2_501
LOC105323254 lcl|NC_047559.1_prot_XP_011420610.2_502
LOC105323254 lcl|NC_047559.1_prot_XP_011420607.2_503
LOC105323254 lcl|NC_047559.1_prot_XP_011420611.2_504
LOC105323254 lcl|NC_047559.1_prot_XP_011420609.2_505
LOC105323254 lcl|NC_047559.1_prot_XP_011420612.2_506
LOC105323254 lcl|NC_047559.1_prot_XP_034305265.1_507
LOC105323253 lcl|NC_047559.1_prot_XP_011420603.2_508
LOC109618019 lcl|NC_047559.1_prot_XP_034305302.1_509
LOC109618019 lcl|NC_047559.1_prot_XP_034305295.1_510
LOC105323251 lcl|NC_047559.1_prot_XP_011420601.1_511
LOC105323250 lcl|NC_047559.1_prot_XP_034305307.1_512
LOC117680481 lcl|NC_047559.1_prot_XP_034305320.1_513
LOC117680481 lcl|NC_047559.1_prot_XP_034305324.1_514
LOC117680481 lcl|NC_047559.1_prot_XP_034305326.1_515
LOC117680481 lcl|NC_047559.1_prot_XP_034305332.1_516
LOC105323249 lcl|NC_047559.1_prot_XP_011420593.2_517
LOC105323249 lcl|NC_047559.1_prot_XP_011420594.2_518
LOC105323249 lcl|NC_047559.1_prot_XP_034305350.1_519
LOC105323248 lcl|NC_047559.1_prot_XP_034305357.1_520
LOC105323247 lcl|NC_047559.1_prot_XP_034305364.1_521
LOC105323246 lcl|NC_047559.1_prot_XP_034305369.1_522
LOC105323245 lcl|NC_047559.1_prot_XP_011420586.2_523
LOC105323244 lcl|NC_047559.1_prot_XP_011420585.2_524
LOC109619489 lcl|NC_047559.1_prot_XP_034305395.1_525
LOC105323243 lcl|NC_047559.1_prot_XP_011420584.2_526
LOC105323242 lcl|NC_047559.1_prot_XP_011420583.3_527
LOC105323242 lcl|NC_047559.1_prot_XP_019920813.2_528
LOC105323241 lcl|NC_047559.1_prot_XP_011420582.2_529
LOC105323240 lcl|NC_047559.1_prot_XP_019920814.2_530
LOC105323240 lcl|NC_047559.1_prot_XP_011420580.2_531
LOC117682288 lcl|NC_047559.1_prot_XP_034305449.1_532
LOC117682288 lcl|NC_047559.1_prot_XP_034305457.1_533
LOC105323290 lcl|NC_047559.1_prot_XP_034305468.1_534
LOC105323235 lcl|NC_047559.1_prot_XP_011420577.2_535
LOC105323233 lcl|NC_047559.1_prot_XP_011420572.1_536
LOC105323234 lcl|NC_047559.1_prot_XP_011420574.2_537
LOC105323234 lcl|NC_047559.1_prot_XP_011420573.2_538
LOC105323234 lcl|NC_047559.1_prot_XP_011420575.2_539
LOC105323234 lcl|NC_047559.1_prot_XP_011420576.2_540
LOC105323232 lcl|NC_047559.1_prot_XP_011420571.1_541
LOC105323232 lcl|NC_047559.1_prot_XP_011420569.1_542
LOC105323229 lcl|NC_047559.1_prot_XP_034305499.1_543
LOC105323229 lcl|NC_047559.1_prot_XP_034305507.1_544
LOC105323229 lcl|NC_047559.1_prot_XP_034305513.1_545
LOC105323229 lcl|NC_047559.1_prot_XP_034305519.1_546
LOC105323229 lcl|NC_047559.1_prot_XP_034305527.1_547
LOC105323229 lcl|NC_047559.1_prot_XP_034305490.1_548
LOC105323229 lcl|NC_047559.1_prot_XP_034305534.1_549
LOC105323229 lcl|NC_047559.1_prot_XP_034305495.1_550
LOC105323229 lcl|NC_047559.1_prot_XP_034305545.1_551
LOC105323229 lcl|NC_047559.1_prot_XP_034305553.1_552
LOC105323229 lcl|NC_047559.1_prot_XP_034305563.1_553
LOC105323229 lcl|NC_047559.1_prot_XP_034305540.1_554
LOC105323229 lcl|NC_047559.1_prot_XP_034305572.1_555
LOC105323227 lcl|NC_047559.1_prot_XP_011420558.2_556
LOC105323227 lcl|NC_047559.1_prot_XP_011420559.2_557
LOC105323227 lcl|NC_047559.1_prot_XP_011420555.2_558
LOC105323227 lcl|NC_047559.1_prot_XP_011420556.2_559
LOC105323227 lcl|NC_047559.1_prot_XP_011420561.2_560
LOC105323227 lcl|NC_047559.1_prot_XP_034305628.1_561
LOC105323226 lcl|NC_047559.1_prot_XP_011420554.1_562
LOC105323225 lcl|NC_047559.1_prot_XP_034305688.1_563
LOC105323225 lcl|NC_047559.1_prot_XP_011420553.1_564
LOC105323223 lcl|NC_047559.1_prot_XP_034305646.1_565
LOC105323223 lcl|NC_047559.1_prot_XP_034305655.1_566
LOC117682392 lcl|NC_047559.1_prot_XP_034305679.1_567
LOC117682392 lcl|NC_047559.1_prot_XP_034305671.1_568
LOC105323223 lcl|NC_047559.1_prot_XP_034305659.1_569
LOC117682405 lcl|NC_047559.1_prot_XP_034305704.1_570
LOC105323221 lcl|NC_047559.1_prot_XP_034305800.1_571
LOC105323221 lcl|NC_047559.1_prot_XP_034305779.1_572
LOC105323221 lcl|NC_047559.1_prot_XP_034305784.1_573
LOC105323221 lcl|NC_047559.1_prot_XP_034305789.1_574
LOC105323221 lcl|NC_047559.1_prot_XP_034305795.1_575
LOC105323221 lcl|NC_047559.1_prot_XP_034305810.1_576
LOC105323221 lcl|NC_047559.1_prot_XP_034305853.1_577
LOC105323221 lcl|NC_047559.1_prot_XP_034305859.1_578
LOC105323221 lcl|NC_047559.1_prot_XP_034305826.1_579
LOC105323221 lcl|NC_047559.1_prot_XP_034305827.1_580
LOC105323221 lcl|NC_047559.1_prot_XP_034305831.1_581
LOC105323221 lcl|NC_047559.1_prot_XP_034305839.1_582
LOC105323221 lcl|NC_047559.1_prot_XP_034305866.1_583
LOC105323221 lcl|NC_047559.1_prot_XP_034305870.1_584
LOC105323221 lcl|NC_047559.1_prot_XP_034305894.1_585
LOC105323221 lcl|NC_047559.1_prot_XP_034305897.1_586
LOC105323221 lcl|NC_047559.1_prot_XP_034305819.1_587
LOC105323221 lcl|NC_047559.1_prot_XP_034305845.1_588
LOC105323221 lcl|NC_047559.1_prot_XP_034305904.1_589
LOC105323221 lcl|NC_047559.1_prot_XP_011420545.1_590
LOC105323221 lcl|NC_047559.1_prot_XP_011420542.2_591
LOC105323221 lcl|NC_047559.1_prot_XP_011420546.1_592
LOC105323221 lcl|NC_047559.1_prot_XP_011420537.1_593
LOC105323221 lcl|NC_047559.1_prot_XP_011420544.1_594
LOC105323221 lcl|NC_047559.1_prot_XP_011420547.2_595
LOC105323220 lcl|NC_047559.1_prot_XP_034305730.1_596
LOC105323220 lcl|NC_047559.1_prot_XP_034305732.1_597
LOC105323220 lcl|NC_047559.1_prot_XP_034305720.1_598
LOC105323220 lcl|NC_047559.1_prot_XP_034305737.1_599
LOC105323220 lcl|NC_047559.1_prot_XP_034305743.1_600
LOC105323220 lcl|NC_047559.1_prot_XP_034305746.1_601
LOC105323220 lcl|NC_047559.1_prot_XP_034305751.1_602
LOC105323220 lcl|NC_047559.1_prot_XP_034305761.1_603
LOC105323220 lcl|NC_047559.1_prot_XP_034305772.1_604
LOC105323220 lcl|NC_047559.1_prot_XP_034305766.1_605
LOC105323219 lcl|NC_047559.1_prot_XP_011420529.2_606
LOC105323217 lcl|NC_047559.1_prot_XP_034305921.1_607
LOC105323217 lcl|NC_047559.1_prot_XP_011420526.2_608
LOC105323216 lcl|NC_047559.1_prot_XP_011420524.2_609
LOC117682469 lcl|NC_047559.1_prot_XP_034305957.1_610
LOC117682469 lcl|NC_047559.1_prot_XP_034305959.1_611
LOC105323215 lcl|NC_047559.1_prot_XP_011420523.2_612
LOC105323215 lcl|NC_047559.1_prot_XP_034305935.1_613
LOC105323214 lcl|NC_047559.1_prot_XP_034305953.1_614
LOC105323214 lcl|NC_047559.1_prot_XP_011420522.2_615
LOC105323214 lcl|NC_047559.1_prot_XP_011420521.2_616
LOC105323213 lcl|NC_047559.1_prot_XP_011420517.2_617
LOC105323213 lcl|NC_047559.1_prot_XP_034318992.1_618
LOC105323213 lcl|NC_047559.1_prot_XP_034319018.1_619
LOC105323213 lcl|NC_047559.1_prot_XP_034319035.1_620
LOC105323213 lcl|NC_047559.1_prot_XP_034319027.1_621
LOC105323213 lcl|NC_047559.1_prot_XP_019920816.2_622
LOC105323213 lcl|NC_047559.1_prot_XP_011420516.2_623
LOC105323213 lcl|NC_047559.1_prot_XP_034319010.1_624
LOC105323212 lcl|NC_047559.1_prot_XP_011420515.1_625
LOC109617943 lcl|NC_047559.1_prot_XP_034319966.1_626
LOC105335743 lcl|NC_047559.1_prot_XP_034314444.1_627
LOC117684829 lcl|NC_047559.1_prot_XP_034314446.1_628
LOC117687183 lcl|NC_047559.1_prot_XP_034319309.1_629
LOC109620475 lcl|NC_047559.1_prot_XP_034314451.1_630
LOC109620474 lcl|NC_047559.1_prot_XP_019928599.2_631
LOC105342485 lcl|NC_047559.1_prot_XP_011447750.2_632
LOC105345080 lcl|NC_047559.1_prot_XP_034314471.1_633
LOC105342484 lcl|NC_047559.1_prot_XP_034314489.1_634
LOC105342484 lcl|NC_047559.1_prot_XP_034314485.1_635
LOC105342484 lcl|NC_047559.1_prot_XP_034314480.1_636
LOC105342483 lcl|NC_047559.1_prot_XP_011447747.1_637
LOC105342481 lcl|NC_047559.1_prot_XP_011447746.1_638
LOC117684855 lcl|NC_047559.1_prot_XP_034314511.1_639
LOC105322226 lcl|NC_047559.1_prot_XP_034314528.1_640
LOC105345571 lcl|NC_047559.1_prot_XP_011452066.1_641
LOC105319020 lcl|NC_047559.1_prot_XP_034314541.1_642
LOC105319020 lcl|NC_047559.1_prot_XP_011414714.2_643
LOC117680370 lcl|NC_047559.1_prot_XP_011414702.1_644
LOC105319012 lcl|NC_047559.1_prot_XP_034314579.1_645
LOC105319012 lcl|NC_047559.1_prot_XP_034314580.1_646
LOC105319272 lcl|NC_047559.1_prot_XP_034319319.1_647
LOC105319006 lcl|NC_047559.1_prot_XP_011414657.2_648
LOC105318987 lcl|NC_047559.1_prot_XP_011414637.2_649
LOC105318987 lcl|NC_047559.1_prot_XP_034314591.1_650
LOC105318987 lcl|NC_047559.1_prot_XP_034314610.1_651
LOC105318987 lcl|NC_047559.1_prot_XP_011414631.1_652
LOC105318976 lcl|NC_047559.1_prot_NP_001292232.1_653
LOC105318939 lcl|NC_047559.1_prot_XP_011414580.2_654
LOC105318939 lcl|NC_047559.1_prot_XP_034314632.1_655
LOC105318939 lcl|NC_047559.1_prot_XP_011414588.2_656
LOC105318939 lcl|NC_047559.1_prot_XP_011414601.2_657
LOC105318939 lcl|NC_047559.1_prot_XP_011414610.2_658
LOC105318930 lcl|NC_047559.1_prot_XP_034314650.1_659
LOC105318923 lcl|NC_047559.1_prot_XP_011414549.2_660
LOC105319267 lcl|NC_047559.1_prot_XP_034314721.1_661
LOC105318875 lcl|NC_047559.1_prot_XP_034314663.1_662
LOC105318875 lcl|NC_047559.1_prot_XP_034314684.1_663
LOC105318875 lcl|NC_047559.1_prot_XP_034314674.1_664
LOC105318875 lcl|NC_047559.1_prot_XP_034314672.1_665
LOC105318875 lcl|NC_047559.1_prot_XP_034314680.1_666
LOC105318875 lcl|NC_047559.1_prot_XP_034314687.1_667
LOC105318875 lcl|NC_047559.1_prot_XP_034314690.1_668
LOC105318875 lcl|NC_047559.1_prot_XP_034314697.1_669
LOC105318875 lcl|NC_047559.1_prot_XP_034314701.1_670
LOC105318875 lcl|NC_047559.1_prot_XP_034314703.1_671
LOC105318875 lcl|NC_047559.1_prot_XP_034314707.1_672
LOC105318875 lcl|NC_047559.1_prot_XP_034314710.1_673
LOC105318868 lcl|NC_047559.1_prot_XP_011414472.2_674
LOC105318860 lcl|NC_047559.1_prot_NP_001295838.1_675
LOC105318868 lcl|NC_047559.1_prot_XP_019919055.2_676
LOC105318849 lcl|NC_047559.1_prot_XP_011414448.2_677
LOC105318841 lcl|NC_047559.1_prot_XP_011414437.2_678
LOC105318825 lcl|NC_047559.1_prot_XP_011414426.2_679
LOC105318825 lcl|NC_047559.1_prot_XP_011414417.2_680
LOC109617424 lcl|NC_047559.1_prot_XP_034314755.1_681
LOC117684897 lcl|NC_047559.1_prot_XP_034314762.1_682
LOC109618744 lcl|NC_047559.1_prot_XP_019922758.2_683
LOC105346926 lcl|NC_047559.1_prot_XP_011454011.2_684
LOC117684907 lcl|NC_047559.1_prot_XP_034314785.1_685
LOC117684908 lcl|NC_047559.1_prot_XP_034314792.1_686
LOC117687192 lcl|NC_047559.1_prot_XP_034319327.1_687
LOC105342026 lcl|NC_047559.1_prot_XP_034330020.1_688
LOC117690252 lcl|NC_047559.1_prot_XP_034329763.1_689
LOC105342027 lcl|NC_047559.1_prot_XP_034329841.1_690
LOC105342027 lcl|NC_047559.1_prot_XP_034329942.1_691
LOC105342027 lcl|NC_047559.1_prot_XP_034329887.1_692
LOC109620420 lcl|NC_047559.1_prot_XP_034330107.1_693
LOC105342022 lcl|NC_047559.1_prot_XP_011447107.2_694
LOC105342021 lcl|NC_047559.1_prot_XP_011447106.2_695
LOC105342020 lcl|NC_047559.1_prot_XP_011447105.1_696
LOC105342019 lcl|NC_047559.1_prot_XP_011447103.2_697
LOC105342019 lcl|NC_047559.1_prot_XP_034330318.1_698
LOC105342019 lcl|NC_047559.1_prot_XP_034330374.1_699
LOC105342018 lcl|NC_047559.1_prot_XP_011447102.2_700
LOC105342017 lcl|NC_047559.1_prot_XP_011447099.2_701
LOC105342017 lcl|NC_047559.1_prot_XP_011447100.2_702
LOC105342017 lcl|NC_047559.1_prot_XP_019928436.2_703
LOC105342016 lcl|NC_047559.1_prot_XP_034330173.1_704
LOC105342014 lcl|NC_047559.1_prot_XP_011447097.1_705
LOC105342013 lcl|NC_047559.1_prot_XP_011447095.2_706
LOC105342013 lcl|NC_047559.1_prot_XP_019928432.2_707
LOC105342012 lcl|NC_047559.1_prot_XP_034331000.1_708
LOC105340508 lcl|NC_047559.1_prot_XP_034331087.1_709
LOC105340508 lcl|NC_047559.1_prot_XP_034331139.1_710
LOC105340508 lcl|NC_047559.1_prot_XP_011444881.2_711
LOC105340509 lcl|NC_047559.1_prot_XP_034331293.1_712
LOC109620264 lcl|NC_047559.1_prot_XP_034332000.1_713
LOC109620264 lcl|NC_047559.1_prot_XP_034331371.1_714
LOC109620264 lcl|NC_047559.1_prot_XP_034332377.1_715
LOC109620264 lcl|NC_047559.1_prot_XP_034332251.1_716
LOC109620264 lcl|NC_047559.1_prot_XP_034331872.1_717
LOC109620264 lcl|NC_047559.1_prot_XP_034332188.1_718
LOC109620264 lcl|NC_047559.1_prot_XP_034331727.1_719
LOC109620264 lcl|NC_047559.1_prot_XP_034332516.1_720
LOC109620264 lcl|NC_047559.1_prot_XP_034332475.1_721
LOC109620264 lcl|NC_047559.1_prot_XP_034332062.1_722
LOC109620264 lcl|NC_047559.1_prot_XP_034332139.1_723
LOC109620264 lcl|NC_047559.1_prot_XP_034332301.1_724
LOC109620264 lcl|NC_047559.1_prot_XP_034331780.1_725
LOC109620264 lcl|NC_047559.1_prot_XP_034331929.1_726
LOC109620264 lcl|NC_047559.1_prot_XP_034331507.1_727
LOC109620264 lcl|NC_047559.1_prot_XP_034332623.1_728
LOC109620264 lcl|NC_047559.1_prot_XP_034332567.1_729
LOC109620264 lcl|NC_047559.1_prot_XP_034331616.1_730
LOC109620264 lcl|NC_047559.1_prot_XP_034331434.1_731
LOC109620264 lcl|NC_047559.1_prot_XP_034332684.1_732
LOC109620264 lcl|NC_047559.1_prot_XP_034331678.1_733
LOC109620264 lcl|NC_047559.1_prot_XP_034332426.1_734
LOC105340512 lcl|NC_047559.1_prot_XP_011444904.1_735
LOC105340513 lcl|NC_047559.1_prot_XP_011444905.1_736
LOC105340513 lcl|NC_047559.1_prot_XP_011444906.1_737
LOC105340513 lcl|NC_047559.1_prot_XP_034332873.1_738
LOC105340513 lcl|NC_047559.1_prot_XP_034332933.1_739
LOC105340515 lcl|NC_047559.1_prot_XP_011444907.2_740
LOC105340515 lcl|NC_047559.1_prot_XP_011444909.2_741
LOC117687203 lcl|NC_047559.1_prot_XP_034319341.1_742
LOC105340516 lcl|NC_047559.1_prot_XP_034334175.1_743
LOC105340518 lcl|NC_047559.1_prot_XP_011444916.2_744
LOC105340518 lcl|NC_047559.1_prot_XP_011444917.2_745
LOC105340523 lcl|NC_047559.1_prot_XP_011444929.2_746
LOC105340522 lcl|NC_047559.1_prot_XP_011444927.2_747
LOC105340522 lcl|NC_047559.1_prot_XP_011444925.2_748
LOC105340522 lcl|NC_047559.1_prot_XP_011444926.2_749
LOC105340521 lcl|NC_047559.1_prot_XP_011444924.2_750
LOC105340521 lcl|NC_047559.1_prot_XP_019927865.2_751
LOC105340524 lcl|NC_047559.1_prot_XP_011444930.1_752
LOC105340525 lcl|NC_047559.1_prot_XP_011444931.2_753
LOC105340525 lcl|NC_047559.1_prot_XP_019927867.2_754
LOC105340526 lcl|NC_047559.1_prot_XP_011444932.2_755
LOC105340526 lcl|NC_047559.1_prot_XP_011444934.2_756
LOC105340526 lcl|NC_047559.1_prot_XP_019927871.2_757
LOC117680419 lcl|NC_047559.1_prot_XP_034334318.1_758
LOC117680419 lcl|NC_047559.1_prot_XP_034334362.1_759
LOC117680419 lcl|NC_047559.1_prot_XP_034334419.1_760
LOC117680419 lcl|NC_047559.1_prot_XP_034334487.1_761
LOC117680419 lcl|NC_047559.1_prot_XP_034334526.1_762
LOC117680419 lcl|NC_047559.1_prot_XP_034334565.1_763
LOC105340527 lcl|NC_047559.1_prot_XP_011444935.2_764
LOC105340527 lcl|NC_047559.1_prot_XP_011444936.2_765
LOC105340527 lcl|NC_047559.1_prot_XP_011444937.2_766
LOC105340527 lcl|NC_047559.1_prot_XP_011444938.2_767
LOC105340527 lcl|NC_047559.1_prot_XP_011444939.2_768
LOC105340527 lcl|NC_047559.1_prot_XP_011444941.2_769
LOC105340527 lcl|NC_047559.1_prot_XP_034334993.1_770
LOC105340527 lcl|NC_047559.1_prot_XP_011444942.2_771
LOC117692139 lcl|NC_047559.1_prot_XP_034335126.1_772
LOC105331897 lcl|NC_047559.1_prot_XP_034335199.1_773
LOC109617279 lcl|NC_047559.1_prot_XP_034335290.1_774
LOC109617279 lcl|NC_047559.1_prot_XP_034335377.1_775
LOC109617279 lcl|NC_047559.1_prot_XP_034335328.1_776
LOC105317484 lcl|NC_047559.1_prot_XP_011412432.2_777
LOC109617282 lcl|NC_047559.1_prot_XP_034335606.1_778
LOC109617282 lcl|NC_047559.1_prot_XP_034335561.1_779
LOC109617282 lcl|NC_047559.1_prot_XP_034335504.1_780
LOC105317485 lcl|NC_047559.1_prot_XP_011412434.2_781
LOC105317487 lcl|NC_047559.1_prot_XP_034335884.1_782
LOC105317487 lcl|NC_047559.1_prot_XP_034335985.1_783
LOC105317487 lcl|NC_047559.1_prot_XP_019918439.2_784
LOC105317487 lcl|NC_047559.1_prot_XP_034335937.1_785
LOC105317487 lcl|NC_047559.1_prot_XP_011412435.2_786
LOC105327170 lcl|NC_047559.1_prot_XP_034336548.1_787
LOC105327170 lcl|NC_047559.1_prot_XP_034336189.1_788
LOC105327170 lcl|NC_047559.1_prot_XP_034336142.1_789
LOC105327170 lcl|NC_047559.1_prot_XP_034336242.1_790
LOC105327170 lcl|NC_047559.1_prot_XP_034336331.1_791
LOC105327170 lcl|NC_047559.1_prot_XP_034336386.1_792
LOC105327170 lcl|NC_047559.1_prot_XP_034336094.1_793
LOC105327170 lcl|NC_047559.1_prot_XP_034336288.1_794
LOC105327170 lcl|NC_047559.1_prot_XP_034336619.1_795
LOC105327170 lcl|NC_047559.1_prot_XP_034336576.1_796
LOC105327170 lcl|NC_047559.1_prot_XP_034336498.1_797
LOC105327170 lcl|NC_047559.1_prot_XP_034336459.1_798
LOC105317489 lcl|NC_047559.1_prot_XP_011412438.2_799
LOC105317489 lcl|NC_047559.1_prot_XP_034336739.1_800
LOC105317489 lcl|NC_047559.1_prot_XP_011412439.2_801
LOC105317489 lcl|NC_047559.1_prot_XP_034336840.1_802
LOC105317489 lcl|NC_047559.1_prot_XP_034336889.1_803
LOC105317491 lcl|NC_047559.1_prot_XP_034337016.1_804
LOC105317491 lcl|NC_047559.1_prot_XP_034337055.1_805
LOC105317492 lcl|NC_047559.1_prot_XP_011412443.1_806
LOC105317493 lcl|NC_047559.1_prot_XP_011412444.2_807
LOC105317493 lcl|NC_047559.1_prot_XP_034337155.1_808
LOC105317493 lcl|NC_047559.1_prot_XP_034337217.1_809
LOC105317493 lcl|NC_047559.1_prot_XP_034337256.1_810
LOC105317494 lcl|NC_047559.1_prot_XP_034337329.1_811
LOC105317495 lcl|NC_047559.1_prot_XP_011412447.2_812
LOC105317496 lcl|NC_047559.1_prot_XP_011412450.1_813
LOC105317496 lcl|NC_047559.1_prot_XP_019918453.1_814
LOC105317496 lcl|NC_047559.1_prot_XP_034337698.1_815
LOC105317496 lcl|NC_047559.1_prot_XP_011412448.2_816
LOC105317496 lcl|NC_047559.1_prot_XP_011412449.1_817
LOC105317496 lcl|NC_047559.1_prot_XP_019918452.1_818
LOC105317496 lcl|NC_047559.1_prot_XP_034337661.1_819
LOC105317496 lcl|NC_047559.1_prot_XP_019918451.2_820
LOC105317497 lcl|NC_047559.1_prot_XP_011412451.2_821
LOC105317498 lcl|NC_047559.1_prot_XP_011412452.2_822
LOC105317501 lcl|NC_047559.1_prot_XP_034338066.1_823
LOC105317501 lcl|NC_047559.1_prot_XP_011412454.2_824
LOC105317500 lcl|NC_047559.1_prot_XP_011412453.2_825
LOC105317502 lcl|NC_047559.1_prot_XP_011412455.1_826
LOC105317504 lcl|NC_047559.1_prot_XP_011412457.1_827
LOC105317526 lcl|NC_047559.1_prot_XP_019918430.2_828
LOC105317505 lcl|NC_047559.1_prot_XP_011412458.2_829
LOC105317506 lcl|NC_047559.1_prot_XP_011412459.2_830
LOC105317507 lcl|NC_047559.1_prot_XP_011412461.2_831
LOC105317507 lcl|NC_047559.1_prot_XP_011412462.2_832
LOC105317507 lcl|NC_047559.1_prot_XP_011412463.2_833
LOC105345332 lcl|NC_047559.1_prot_XP_034339101.1_834
LOC105345332 lcl|NC_047559.1_prot_XP_034339041.1_835
LOC105345358 lcl|NC_047559.1_prot_XP_019929696.2_836
LOC105345358 lcl|NC_047559.1_prot_XP_011451783.2_837
LOC105345358 lcl|NC_047559.1_prot_XP_034338894.1_838
LOC105345358 lcl|NC_047559.1_prot_XP_019929697.2_839
LOC105345358 lcl|NC_047559.1_prot_XP_019929695.2_840
LOC105345333 lcl|NC_047559.1_prot_XP_011451755.2_841
LOC105345334 lcl|NC_047559.1_prot_XP_011451756.2_842
LOC105345334 lcl|NC_047559.1_prot_XP_034339199.1_843
LOC105345336 lcl|NC_047559.1_prot_XP_011451757.2_844
LOC105345337 lcl|NC_047559.1_prot_XP_034339366.1_845
LOC105345337 lcl|NC_047559.1_prot_XP_011451761.2_846
